uid,sentence
1087,"This complete cooperative strategy card game pits 1 to 4 heroes against the traps, monsters, deadly magic, and despicable foes of the Pathfinder Roleplaying Game’s award-winning Skull & Shackles Adventure Path."
1087,"Choose your character’s class; build a deck of allies, equipment, and magic; and explore lethal locations as you journey through multiple scenarios in an exciting fantasy adventure."
1087,"Characters grow stronger after each game, adding unique gear and awesome magic to their decks, and gaining incredible powers, all of which they’ll need to challenge greater threats in a complete Pathfinder Adventure Card Game Adventure Path."
1087,"The Pathfinder Adventure Card Game: Skull & Shackles Base Set includes:

 Nearly 500 cards, featuring a richly customizable assortment of equipment and magic, and dozens of allies, monsters, and villains from the Skull & Shackles Adventure Path."
1087,"7 character classes to choose from, including 4 brand-new ones: Gunslinger, Magus, Oracle, and Swashbuckler; 3 returning characters: Bard, Fighter, and Rogue."
1087,Returning characters from Rise of the Runelords are new versions for this game.
1087,"The Wormwood Mutiny Adventure Deck, the beginning of the Skull & Shackles Adventure Path."
1087,A complete set of 5 polyhedral dice.
1087,"The contents of Pathfinder Adventure Card Game: Skull & Shackles Base Set is:
1 rulebook
5 dice
400 cards:
7 character cards
7 role cards
7 token cards
1 adventure path card
1 adventure card
5 scenario cards
28 location cards
5 villain cards
36 henchmen cards
34 monster cards
18 barrier cards
52 weapon cards
33 spell cards
22 armor cards
37 item cards
32 ally cards
68 blessing cards
6 ship cards
1 fleet card"
1088,"The Han Dynasty, founded in 206 BC, ruled the central plains and much of modern day China for nearly four hundred years."
1088,"However, by late second century, court politics and poor governance has left it in rapid decline."
1088,"The government was dominated by corrupt eunuchs and officials who levied heavy taxes on the peasants, resulting in public discontent."
1088,This culminated in the Yellow Turban Rebellion led by Zhang Jiao in 184 AD during the reign of Emperor Ling (168-189 AD).
1088,"Although the Yellow Turban Rebellion was eventually put down, many surviving followers went on to become bandits and continued to create problems for the government."
